33c93418-809c-8168-b1de-e8da3b22e434	Relative positional encoding (Shaw et al.)	relative_positional_encoding
33c93418-809c-8110-b5cb-cec6aba5771c	ALiBi (Attention with Linear Biases)	alibi
33c93418-809c-8175-b250-d009784bbeb7	RoPE (Rotary Position Embedding): complex number rotation	rope
33c93418-809c-8158-a7da-da560aadbddb	RoPE for context length extension	rope_for_context_length_extension
33c93418-809c-81b2-aa4b-ce825282eee7	YaRN, LongRoPE	yarn_longrope
33c93418-809c-8104-947c-efff388f3504	Decoder-only: GPT family (generative, autoregressive)	decoder_only
33c93418-809c-8124-83e5-e84bbe4eda30	Hybrid architectures: Jamba (Mamba + attention)	hybrid_architectures
33c93418-809c-812f-ae03-c894c861823d	Gradient clipping in transformers	gradient_clipping_in_transformers
33c93418-809c-8172-b7da-dfdd6652fd6d	Weight tying (input embedding = output embedding)	weight_tying
33c93418-809c-8175-8810-d7b465347c28	Initialization for transformers	initialization_for_transformers
33c93418-809c-8144-a37c-ea2405503351	Training instability causes and remedies	training_instability_causes_and_remedies
33c93418-809c-81fa-8771-cca87218e3cf	Sentence segmentation	sentence_segmentation
33c93418-809c-81d0-81fc-f80d98ff47ae	Stop word removal	stop_word_removal
33c93418-809c-81e3-ad3d-dcaa1939fe89	Stemming (Porter, Snowball) vs Lemmatization	stemming
33c93418-809c-8115-a0e8-de9713361e58	Case normalization	case_normalization
33c93418-809c-8158-b940-e6c82ec70adb	Regex for text cleaning	regex_for_text_cleaning
33c93418-809c-8198-b1ff-d0728e44184a	Bag of Words (BoW)	bag_of_words
33c93418-809c-8141-b30d-d1105fadfc0d	TF-IDF: term frequency, inverse document frequency	tf_idf
33c93418-809c-81e4-bfff-d29147dbb523	N-gram language models	n_gram_language_models
33c93418-809c-813b-9244-db890fc20a4d	Perplexity as language model evaluation metric	perplexity_as_language_model_evaluation_metric
33c93418-809c-8147-a277-cf5d32ba299e	Analogy reasoning: king - man + woman = queen	analogy_reasoning
33c93418-809c-81a1-a537-c1130bc4c6d9	Bias in word embeddings	bias_in_word_embeddings
33c93418-809c-8185-bb22-d0a2cdc8e50e	Retrofitting for downstream tasks	retrofitting_for_downstream_tasks
33c93418-809c-817b-8ef8-f374b278429b	Chunking	chunking
33c93418-809c-8132-86c9-e51311c8b937	BIO, BIOES tagging scheme	bio_bioes_tagging_scheme
33c93418-809c-8129-9277-cc255a6d6962	Sentiment analysis: lexicon-based vs ML-based	sentiment_analysis
33c93418-809c-8104-a238-d6c10e2c6e70	Masked Language Modeling (MLM): 15% token masking	masked_language_modeling
33c93418-809c-81cb-975f-c9b197ce466c	BERT tokenizer: WordPiece	bert_tokenizer
33c93418-809c-81f7-a82f-fd165739587d	[CLS] token for classification, [SEP] separator	cls_token_for_classification_sep_separator
33c93418-809c-81d2-afff-cc4b58542a67	Fine-tuning BERT for downstream tasks	fine_tuning_bert_for_downstream_tasks
33c93418-809c-8196-abcc-f4c3a768856c	GPT-1: language model pre-training	gpt_1
33c93418-809c-8119-a0bf-ecbab3b58f33	GPT-2: zero-shot task transfer	gpt_2
33c93418-809c-81ae-942b-c47f537ed934	GPT-3: few-shot in-context learning, scaling	gpt_3
33c93418-809c-811e-9bbe-c4bb180b8de1	InstructGPT: RLHF alignment	instructgpt
33c93418-809c-818c-a4f7-cf04c153102c	GPT-4: multimodal, longer context	gpt_4
33c93418-809c-8119-85a9-d4a96b1bfce1	GPT-4o, GPT-o1, GPT-o3	gpt_4o_gpt_o1_gpt_o3
33c93418-809c-8113-bc5f-e00eb6ff0c30	mT5, mBART: multilingual	mt5_mbart
33c93418-809c-8147-9979-dd27533b1bfa	Pegasus: gap sentence generation	pegasus
33c93418-809c-81dd-98a0-e82126bb4899	Mixtral 8x7B: sparse MoE	mixtral_8x7b
33c93418-809c-8100-80d5-fa62609158bb	Qwen family	qwen_family
